timestamp,num_switches,num_flows,flow_stats_update_ms
1778126654.0213249,2,2,0.052,2.736,0.0,2,791,1156974
1778126655.019532,2,2,0.053,1.732,0.0,2,479,634238
1778126656.0244584,2,2,0.054,1.726,0.0,2,234,401460
1778126657.020647,2,2,0.051,2.725,0.0,2,967,1248166
1778126658.022946,2,2,0.053,1.722,0.0,2,255,274414
1778126659.0527477,2,2,0.053,1.716,0.0,2,893,1098082
1778126660.0231974,2,2,0.049,1.712,0.0,2,668,733944
1778126661.0235183,2,2,0.05,1.708,0.0,2,1808,2021920
1778126662.025202,2,2,0.05,1.704,0.0,2,693,762810
1778126663.0275362,2,2,0.049,2.705,0.0,2,1294,1495668
1778126664.0285134,2,2,0.052,2.702,0.0,2,823,1035526
1778126665.0302005,2,2,0.049,3.705,0.0,2,1187,1475022
1778126666.0322137,2,2,0.049,4.705,0.0,2,1292,1633720
1778126667.0314686,2,2,0.051,1.698,0.0,2,816,1076840
1778126668.0331547,2,2,0.054,1.695,0.0,2,1075,1297942
1778126669.0332685,2,2,0.051,2.694,0.0,2,2538,2882484
1778126670.0332086,2,2,0.051,1.688,0.0,2,422,456812
1778126671.0340044,2,2,0.144,2.688,0.0,2,642,885228
1778126672.0342948,2,2,0.061,2.685,0.0,2,857,1207810
1778126673.0347586,2,2,0.05,1.677,0.0,2,1041,1134546
1778126674.036751,2,2,0.053,2.679,0.0,2,1306,1491540
1778126675.0373046,2,2,0.06,1.672,0.0,2,851,988742
1778126676.038162,2,2,0.055,1.667,0.0,2,1048,1222520
1778126677.038708,2,2,0.202,1.664,0.0,2,1715,1855470
1778126678.0439787,2,2,0.052,1.658,0.0,2,437,424154
1778126679.0406575,2,2,0.051,2.658,0.0,2,625,806962
1778126680.0411274,2,2,0.066,1.653,0.0,2,1222,1443948
1778126681.0419588,2,2,0.053,1.652,0.0,2,1351,1585222
1778126682.0428908,2,2,0.052,2.651,0.0,2,1424,1698204
1778126683.044158,2,2,0.167,2.647,0.0,2,1652,1937928
1778126684.0448563,2,2,0.052,2.643,0.0,2,1837,2133526
1778126685.046091,2,2,0.053,2.641,0.0,2,1462,1669036
1778126686.0471325,2,2,0.052,2.641,0.0,2,741,959362
1778126687.0483222,2,2,0.055,1.638,0.0,2,409,541970
1778126688.0481634,2,2,0.053,1.634,0.0,2,589,781002
1778126689.0526223,2,2,0.145,1.634,0.0,2,1406,1686756
1778126690.052468,2,2,0.051,2.636,0.0,2,2200,2539252
1778126691.0534122,2,2,0.05,2.636,0.0,2,1533,1779524
1778126692.055378,2,2,0.052,1.632,0.0,2,1321,1564058
1778126693.0555906,2,2,0.049,1.63,0.0,2,420,452456
1778126694.0563385,2,2,0.051,1.628,0.0,2,1124,1425760
1778126695.0575893,2,2,0.053,1.622,0.0,2,256,260576
1778126696.0574515,2,2,0.051,1.62,0.0,2,767,853102
1778126697.0580971,2,2,0.055,1.614,0.0,2,367,476726
1778126698.0585663,2,2,0.054,2.613,0.0,2,681,864806
1778126699.0601819,2,2,0.052,1.608,0.0,2,1058,1198940
1778126700.061727,2,2,0.054,1.607,0.0,2,1698,1878316
1778126701.0626597,2,2,0.053,2.606,0.0,2,1621,1837106
1778126702.0669725,2,2,0.054,3.612,0.0,2,2409,2768578
1778126703.0682065,2,2,0.201,2.607,0.0,2,2029,2263966
1778126704.0711,2,2,0.151,1.608,0.0,2,1181,1373450
1778126705.0712757,2,2,0.049,1.604,0.0,2,932,1081880
1778126706.0723937,2,2,0.051,1.602,0.0,2,1216,1305056
1778126707.0735822,2,2,0.056,2.603,0.0,2,2265,2506202
1778126708.0767992,2,2,0.051,3.606,0.0,2,3084,3408344
1778126709.0767372,2,2,0.051,1.6,0.0,2,885,1016098
1778126710.0782535,2,2,0.05,3.602,0.0,2,2502,2828084
1778126711.0802345,2,2,0.06,1.597,0.0,2,2047,2271758
1778126712.0807114,2,2,0.051,2.598,0.0,2,3213,3557322
1778126713.0815244,2,2,0.055,1.593,0.0,2,384,462928
1778126714.082461,2,2,0.053,2.593,0.0,2,695,873682
1778126715.0850947,2,2,0.197,1.584,0.0,2,213,290178
1778126716.0848248,2,2,0.08,1.582,0.0,2,1041,1139770
1778126717.0856612,2,2,0.182,1.576,0.0,2,1184,1367600
1778126718.0852823,2,2,0.074,1.572,0.0,2,1508,1610504
1778126719.0859983,2,2,0.05,1.565,0.0,2,629,757090
1778126720.0864964,2,2,0.062,1.562,0.0,2,860,1016248
1778126721.0871825,2,2,0.053,1.556,0.0,2,233,297642
1778126722.090271,2,2,0.054,1.553,0.0,2,1064,1177864
1778126723.093216,2,2,0.073,1.56,0.0,2,1123,1348238
1778126724.0941045,2,2,0.056,2.56,0.0,2,1328,1566080
1778126725.0946631,2,2,0.05,4.562,0.0,2,2274,2756596
1778126726.0970395,2,2,0.147,1.556,0.0,2,1758,1962860
1778126727.0981927,2,2,0.053,1.554,0.0,2,264,259064
1778126728.098377,2,2,0.05,2.552,0.0,2,1128,1279256
1778126729.100295,2,2,0.05,1.544,0.0,2,387,451942
1778126730.1001167,2,2,0.05,1.54,0.0,2,1436,1631944
